Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFileCode,CountDeclFileHeader,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethodConst,CountDeclMethodFriend,CountLineInactive,CountLinePreprocessor,CountStmtEmpty,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,BugStatus
File,AbstractFileMergeOperator.java,18.0,1.0,14.0,4.0,3.0,,,,,1.0,1.0,2.0,12.0,,12.0,11.0,16.0,12.0,,0.0,2.0,4.0,6.0,,293.0,23.0,204.0,69.0,118.0,66.0,,107.0,142.0,61.0,94.0,,9.0,,5.0,,,"0,32",33.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractFilterStringColLikeStringScalar.java,12.0,1.0,11.0,1.0,3.0,,,,,10.0,0.0,1.0,28.0,,31.0,31.0,20.0,31.0,,9.0,1.0,1.0,20.0,,523.0,66.0,354.0,115.0,193.0,105.0,,177.0,261.0,118.0,152.0,,24.0,,5.0,,,"0,30",73.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,,,,,1.0,0.0,0.0,2.0,,2.0,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,,56.0,6.0,23.0,12.0,6.0,27.0,,6.0,10.0,6.0,4.0,,2.0,,1.0,,,"1,17",3.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractGenericUDFEWAHBitmapBop.java,15.0,1.0,13.0,0.0,2.0,,,,,1.0,0.0,0.0,6.0,,7.0,7.0,3.0,7.0,,1.0,0.0,3.0,3.0,,146.0,19.0,106.0,49.0,58.0,21.0,,59.0,75.0,46.0,43.0,,4.0,,1.0,,,"0,20",14.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,,,,,1.0,0.0,0.0,4.0,,5.0,5.0,4.0,5.0,,3.0,0.0,1.0,1.0,,108.0,11.0,71.0,25.0,37.0,26.0,,40.0,54.0,27.0,29.0,,6.0,,3.0,,,"0,37",13.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,,,,,1.0,0.0,0.0,3.0,,3.0,3.0,3.0,3.0,,0.0,0.0,0.0,3.0,,53.0,8.0,28.0,19.0,5.0,17.0,,17.0,21.0,16.0,5.0,,1.0,,0.0,,,"0,61",3.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,,,,,1.0,0.0,1.0,2.0,,3.0,3.0,0.0,3.0,,0.0,0.0,2.0,1.0,,80.0,10.0,38.0,19.0,18.0,32.0,,25.0,30.0,18.0,16.0,,3.0,,2.0,,,"0,84",4.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractHCatLoaderTest.java,22.0,1.0,19.0,1.0,2.0,,,,,2.0,8.0,13.0,27.0,,28.0,20.0,2.0,28.0,,5.0,7.0,0.0,16.0,,746.0,69.0,612.0,206.0,447.0,80.0,,424.0,485.0,193.0,360.0,,5.0,,4.0,,,"0,13",56.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractHCatStorerTest.java,29.0,2.0,25.0,2.0,3.0,,,,,2.0,1.0,3.0,34.0,,35.0,34.0,1.0,35.0,,6.0,0.0,0.0,29.0,,1096.0,110.0,890.0,276.0,679.0,104.0,,574.0,664.0,244.0,503.0,,11.0,,2.0,,,"0,12",91.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractHiveAuthorizer.java,8.0,0.0,4.0,4.0,1.0,,,,,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,,41.0,4.0,7.0,4.0,1.0,30.0,,2.0,4.0,3.0,1.0,,1.0,,0.0,,,"4,29",1.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,,,,,1.0,0.0,0.0,17.0,,17.0,17.0,6.0,17.0,,0.0,0.0,2.0,15.0,,159.0,22.0,78.0,30.0,30.0,59.0,,36.0,58.0,31.0,28.0,,2.0,,1.0,,,"0,76",20.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractIndexHandler.java,6.0,0.0,6.0,0.0,2.0,,,,,1.0,1.0,0.0,3.0,,3.0,2.0,0.0,3.0,,0.0,0.0,0.0,3.0,,58.0,7.0,28.0,14.0,9.0,23.0,,17.0,23.0,14.0,10.0,,3.0,,2.0,,,"0,82",5.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,,,,,1.0,0.0,0.0,5.0,,6.0,6.0,1.0,6.0,,0.0,0.0,2.0,4.0,,187.0,14.0,130.0,52.0,68.0,43.0,,64.0,98.0,50.0,60.0,,7.0,,5.0,,,"0,33",25.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,,,,,1.0,0.0,1.0,7.0,,7.0,7.0,5.0,7.0,,0.0,0.0,3.0,4.0,,120.0,20.0,75.0,40.0,33.0,26.0,,42.0,54.0,33.0,25.0,,3.0,,1.0,,,"0,35",10.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,,,,,1.0,1.0,2.0,4.0,,4.0,3.0,1.0,4.0,,0.0,0.0,3.0,1.0,,51.0,8.0,25.0,14.0,9.0,18.0,,14.0,19.0,13.0,7.0,,1.0,,0.0,,,"0,72",4.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractMapOperator.java,7.0,0.0,6.0,1.0,2.0,,,,,2.0,0.0,1.0,11.0,,14.0,16.0,7.0,16.0,,0.0,1.0,2.0,13.0,,179.0,30.0,100.0,50.0,43.0,49.0,,55.0,75.0,44.0,39.0,,6.0,,2.0,,,"0,49",17.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,18.0,,18.0,18.0,8.0,18.0,,0.0,0.0,0.0,18.0,,127.0,27.0,82.0,45.0,21.0,18.0,,32.0,51.0,33.0,18.0,,1.0,,0.0,,,"0,22",18.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,,,,,1.0,0.0,0.0,1.0,,4.0,4.0,0.0,4.0,,3.0,0.0,0.0,1.0,,50.0,8.0,17.0,8.0,8.0,25.0,,11.0,14.0,8.0,7.0,,2.0,,1.0,,,"1,47",2.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractParquetMapInspector.java,10.0,1.0,9.0,0.0,3.0,,,,,1.0,0.0,0.0,13.0,,13.0,13.0,2.0,13.0,,0.0,0.0,0.0,13.0,,173.0,26.0,134.0,48.0,68.0,13.0,,57.0,90.0,37.0,58.0,,10.0,,2.0,,,"0,10",33.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,5.0,,5.0,5.0,0.0,5.0,,0.0,0.0,2.0,3.0,,49.0,6.0,23.0,12.0,5.0,20.0,,7.0,13.0,8.0,5.0,,1.0,,0.0,,,"0,87",5.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,4.0,,4.0,4.0,0.0,4.0,,0.0,0.0,2.0,2.0,,48.0,6.0,22.0,13.0,4.0,20.0,,9.0,14.0,10.0,4.0,,2.0,,0.0,,,"0,91",5.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractPrimitiveObjectInspector.java,7.0,0.0,4.0,3.0,1.0,,,,,1.0,0.0,0.0,10.0,,10.0,10.0,1.0,10.0,,0.0,0.0,2.0,8.0,,107.0,13.0,46.0,25.0,10.0,48.0,,15.0,26.0,16.0,10.0,,1.0,,0.0,,,"1,04",10.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,4.0,,4.0,4.0,0.0,4.0,,0.0,0.0,2.0,2.0,,46.0,6.0,20.0,11.0,4.0,20.0,,6.0,11.0,7.0,4.0,,1.0,,0.0,,,"1,00",4.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractRecordWriter.java,13.0,0.0,12.0,1.0,3.0,,,,,3.0,1.0,1.0,16.0,,21.0,20.0,14.0,21.0,,3.0,4.0,7.0,7.0,,310.0,29.0,233.0,94.0,119.0,49.0,,124.0,164.0,89.0,90.0,,8.0,,3.0,,,"0,21",40.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,8.0,8.0,0.0,8.0,,0.0,0.0,0.0,8.0,,59.0,10.0,14.0,12.0,0.0,35.0,,10.0,12.0,12.0,0.0,,0.0,,0.0,,,"2,50",0.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractSMBJoinProc.java,41.0,4.0,27.0,10.0,4.0,,,,,1.0,0.0,0.0,11.0,,12.0,12.0,0.0,12.0,,0.0,2.0,7.0,3.0,,537.0,61.0,335.0,134.0,201.0,141.0,,175.0,227.0,109.0,163.0,,12.0,,3.0,,,"0,42",49.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractSSHCommand.java,3.0,0.0,3.0,0.0,1.0,,,,,1.0,0.0,0.0,11.0,,11.0,11.0,7.0,11.0,,0.0,0.0,0.0,11.0,,70.0,4.0,48.0,22.0,15.0,18.0,,23.0,35.0,21.0,14.0,,1.0,,0.0,,,"0,38",11.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractSSHResult.java,5.0,0.0,5.0,0.0,1.0,,,,,1.0,0.0,0.0,7.0,,7.0,7.0,6.0,7.0,,0.0,0.0,0.0,7.0,,62.0,2.0,42.0,22.0,12.0,18.0,,19.0,27.0,15.0,12.0,,1.0,,0.0,,,"0,43",7.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractSemanticAnalyzerHook.java,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,2.0,,2.0,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,,37.0,6.0,14.0,10.0,1.0,17.0,,5.0,8.0,7.0,1.0,,1.0,,0.0,,,"1,21",2.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractSerDe.java,11.0,0.0,4.0,8.0,1.0,,,,,1.0,0.0,0.0,3.0,,9.0,9.0,1.0,9.0,,0.0,0.0,0.0,9.0,,127.0,15.0,30.0,22.0,4.0,83.0,,17.0,21.0,18.0,3.0,,2.0,,0.0,,,"2,77",4.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractSerializer.java,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,4.0,4.0,0.0,4.0,,0.0,0.0,0.0,4.0,,65.0,8.0,12.0,11.0,0.0,45.0,,9.0,10.0,10.0,0.0,,0.0,,0.0,,,"3,75",0.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractService.java,9.0,0.0,5.0,4.0,1.0,,,,,1.0,0.0,1.0,12.0,,12.0,12.0,5.0,12.0,,0.0,2.0,0.0,10.0,,184.0,22.0,76.0,35.0,29.0,86.0,,34.0,50.0,26.0,26.0,,2.0,,1.0,,,"1,13",14.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractStorageFormatDescriptor.java,4.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,,28.0,4.0,7.0,4.0,1.0,17.0,,2.0,4.0,3.0,1.0,,1.0,,0.0,,,"2,43",1.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractTestAuthorizationApiAuthorizer.java,9.0,0.0,8.0,1.0,1.0,,,,,11.0,1.0,3.0,20.0,,21.0,20.0,0.0,21.0,,0.0,1.0,1.0,19.0,,211.0,23.0,153.0,63.0,76.0,36.0,,69.0,95.0,54.0,52.0,,4.0,,2.0,,,"0,24",24.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractTestGenericUDFOPNumeric.java,12.0,1.0,9.0,2.0,1.0,,,,,1.0,0.0,0.0,2.0,,2.0,2.0,0.0,2.0,,0.0,0.0,1.0,1.0,,56.0,6.0,30.0,22.0,11.0,20.0,,19.0,22.0,19.0,8.0,,1.0,,0.0,,,"0,67",2.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractTestParquetDirect.java,7.0,0.0,6.0,0.0,1.0,,,,,3.0,7.0,2.0,13.0,,14.0,7.0,5.0,14.0,,0.0,1.0,0.0,13.0,,173.0,27.0,128.0,75.0,50.0,19.0,,76.0,95.0,65.0,42.0,,3.0,,2.0,,,"0,15",16.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractTestPhase.java,10.0,0.0,10.0,0.0,1.0,,,,,1.0,3.0,12.0,6.0,,6.0,3.0,17.0,6.0,,2.0,1.0,2.0,1.0,,140.0,12.0,109.0,60.0,56.0,19.0,,81.0,89.0,59.0,33.0,,2.0,,1.0,,,"0,17",7.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractVectorDesc.java,3.0,0.0,3.0,0.0,1.0,,,,,1.0,0.0,1.0,3.0,,3.0,3.0,1.0,3.0,,0.0,0.0,0.0,3.0,,39.0,7.0,15.0,8.0,4.0,17.0,,6.0,10.0,7.0,3.0,,1.0,,0.0,,,"1,13",3.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloCompositeRowId.java,13.0,3.0,7.0,3.0,1.0,,,,,1.0,0.0,0.0,3.0,,3.0,3.0,0.0,3.0,,0.0,0.0,0.0,3.0,,95.0,15.0,32.0,20.0,12.0,48.0,,23.0,28.0,20.0,13.0,,2.0,,1.0,,,"1,50",4.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloConnectionParameters.java,9.0,1.0,7.0,2.0,2.0,,,,,1.0,0.0,9.0,17.0,,17.0,17.0,2.0,17.0,,3.0,0.0,0.0,14.0,,230.0,39.0,142.0,56.0,78.0,49.0,,75.0,105.0,56.0,61.0,,4.0,,2.0,,,"0,35",29.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloHiveConstants.java,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,42.0,7.0,14.0,13.0,10.0,21.0,,9.0,10.0,10.0,5.0,,0.0,,0.0,,,"1,50",0.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloHiveRow.java,8.0,0.0,8.0,0.0,2.0,,,,,2.0,0.0,0.0,21.0,,21.0,21.0,5.0,21.0,,0.0,0.0,0.0,21.0,,247.0,36.0,185.0,63.0,97.0,26.0,,93.0,143.0,62.0,93.0,,10.0,,3.0,,,"0,14",44.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloPredicateHandler.java,19.0,2.0,13.0,5.0,3.0,,,,,1.0,1.0,6.0,16.0,,16.0,15.0,0.0,16.0,,0.0,2.0,1.0,13.0,,426.0,50.0,277.0,128.0,161.0,99.0,,168.0,213.0,118.0,132.0,,7.0,,2.0,,,"0,36",46.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloQTestUtil.java,7.0,1.0,7.0,0.0,2.0,,,,,1.0,0.0,0.0,2.0,,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,2.0,,44.0,5.0,19.0,9.0,7.0,20.0,,9.0,13.0,7.0,6.0,,2.0,,1.0,,,"1,05",3.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloRangeGenerator.java,29.0,3.0,22.0,6.0,6.0,,,,,1.0,0.0,1.0,9.0,,9.0,9.0,3.0,9.0,,0.0,0.0,7.0,2.0,,338.0,36.0,237.0,75.0,140.0,75.0,,119.0,179.0,75.0,113.0,,14.0,,6.0,,,"0,32",54.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloRowIdFactory.java,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,5.0,5.0,0.0,5.0,,0.0,0.0,0.0,5.0,,67.0,8.0,19.0,18.0,0.0,40.0,,15.0,16.0,16.0,0.0,,0.0,,0.0,,,"2,11",0.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloRowSerializer.java,28.0,3.0,19.0,6.0,4.0,,,,,1.0,0.0,1.0,11.0,,11.0,11.0,6.0,11.0,,0.0,0.0,9.0,2.0,,381.0,45.0,247.0,92.0,152.0,89.0,,141.0,180.0,85.0,120.0,,15.0,,4.0,,,"0,36",39.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloSerDe.java,8.0,1.0,7.0,0.0,1.0,,,,,1.0,0.0,1.0,11.0,,11.0,11.0,4.0,11.0,,0.0,0.0,2.0,9.0,,157.0,26.0,108.0,53.0,48.0,23.0,,58.0,75.0,49.0,35.0,,3.0,,2.0,,,"0,21",16.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloSerDeParameters.java,9.0,1.0,6.0,1.0,2.0,,,,,1.0,2.0,10.0,23.0,,23.0,21.0,5.0,23.0,,0.0,0.0,3.0,20.0,,292.0,54.0,185.0,82.0,93.0,53.0,,102.0,141.0,79.0,81.0,,4.0,,2.0,,,"0,29",38.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AccumuloStorageHandler.java,15.0,1.0,12.0,1.0,3.0,,,,,1.0,0.0,2.0,21.0,,21.0,21.0,4.0,21.0,,0.0,0.0,3.0,18.0,,408.0,54.0,305.0,125.0,154.0,49.0,,142.0,196.0,100.0,121.0,,9.0,,4.0,,,"0,16",57.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
